energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_album_name,playlist_name,track_name,track_album_release_date,instrumentalness,mode,key,duration_ms,acousticness,playlist_subgenre,popularity_group,release_year,duration_min
0.592,157.969,0.521,pop,-7.777,0.122,0.535,"Lady Gaga, Bruno Mars",3.0,0.0304,100,Die With A Smile,Today's Top Hits,Die With A Smile,2024-08-16,0.0,0.0,6.0,251668.0,0.308,mainstream,High,2024.0,4.194466666666667
0.507,104.978,0.747,pop,-10.171,0.117,0.438,Billie Eilish,4.0,0.0358,97,HIT ME HARD AND SOFT,Today's Top Hits,BIRDS OF A FEATHER,2024-05-17,0.0608,1.0,2.0,210373.0,0.2,mainstream,High,2024.0,3.5062166666666665
0.808,108.548,0.554,pop,-4.169,0.159,0.372,Gracie Abrams,4.0,0.0368,93,The Secret of Us (Deluxe),Today's Top Hits,That’s So True,2024-10-18,0.0,1.0,1.0,166300.0,0.214,mainstream,High,2024.0,2.7716666666666665
0.91,112.966,0.67,pop,-4.07,0.304,0.786,Sabrina Carpenter,4.0,0.0634,81,Short n' Sweet,Today's Top Hits,Taste,2024-08-23,0.0,0.0,0.0,157280.0,0.0939,mainstream,High,2024.0,2.6213333333333333
0.783,149.027,0.777,pop,-4.477,0.355,0.939,"ROSÉ, Bruno Mars",4.0,0.26,98,APT.,Today's Top Hits,APT.,2024-10-18,0.0,0.0,0.0,169917.0,0.0283,mainstream,High,2024.0,2.83195
0.582,116.712,0.7,pop,-5.96,0.0881,0.785,Chappell Roan,4.0,0.0356,94,"Good Luck, Babe!",Today's Top Hits,"Good Luck, Babe!",2024-04-05,0.0,0.0,11.0,218424.0,0.0502,mainstream,High,2024.0,3.6404
0.561,150.069,0.669,pop,-6.538,0.0954,0.841,Addison Rae,4.0,0.0411,88,Diet Pepsi,Today's Top Hits,Diet Pepsi,2024-08-09,0.00962,1.0,10.0,169698.0,0.495,mainstream,High,2024.0,2.8283
0.247,148.101,0.467,pop,-12.002,0.17,0.126,Billie Eilish,4.0,0.0431,93,HIT ME HARD AND SOFT,Today's Top Hits,WILDFLOWER,2024-05-17,0.000271,0.0,6.0,261467.0,0.612,mainstream,High,2024.0,4.357783333333333
0.416,94.926,0.492,pop,-10.439,0.203,0.297,Gigi Perez,4.0,0.0254,71,Sailor Song,Today's Top Hits,Sailor Song,2024-07-26,8.61e-05,1.0,11.0,211979.0,0.686,mainstream,High,2024.0,3.532983333333333
0.722,119.973,0.769,pop,-5.485,0.111,0.57,"The Weeknd, Playboi Carti",4.0,0.0507,92,Timeless,Today's Top Hits,Timeless (with Playboi Carti),2024-09-27,2.56e-06,0.0,11.0,256000.0,0.0584,mainstream,High,2024.0,4.266666666666667
0.667,130.019,0.776,pop,-6.622,0.0761,0.618,"Charli xcx, Billie Eilish",4.0,0.0983,85,Guess featuring Billie Eilish,Today's Top Hits,Guess featuring billie eilish,2024-08-01,0.3,1.0,7.0,145219.0,0.0146,mainstream,High,2024.0,2.4203166666666664
0.586,107.071,0.669,pop,-6.073,0.104,0.579,Sabrina Carpenter,4.0,0.054,88,Please Please Please,Today's Top Hits,Please Please Please,2024-06-06,0.0,1.0,9.0,186365.0,0.274,mainstream,High,2024.0,3.1060833333333333
0.806,104.032,0.608,pop,-3.443,0.191,0.587,Tate McRae,4.0,0.0486,79,2 hands,Today's Top Hits,2 hands,2024-11-14,0.0,1.0,1.0,181821.0,0.121,mainstream,High,2024.0,3.03035
0.709,81.012,0.722,pop,-4.95,0.0804,0.604,Shaboozey,4.0,0.0273,86,A Bar Song (Tipsy),Today's Top Hits,A Bar Song (Tipsy),2024-04-12,0.0,1.0,9.0,171292.0,0.0633,mainstream,High,2024.0,2.8548666666666667
0.757,139.982,0.742,pop,-4.981,0.305,0.957,Chappell Roan,4.0,0.0421,88,The Rise and Fall of a Midwest Princess,Today's Top Hits,HOT TO GO!,2023-09-22,0.0,1.0,6.0,184841.0,0.0187,mainstream,High,2023.0,3.0806833333333334
0.917,100.987,0.562,pop,-2.768,0.488,0.501,Lady Gaga,4.0,0.117,86,Disease,Today's Top Hits,Disease,2024-10-25,0.0,0.0,11.0,229997.0,0.0513,mainstream,High,2024.0,3.833283333333333
0.787,109.939,0.734,pop,-3.951,0.312,0.672,LISA,4.0,0.116,82,Moonlit Floor (Kiss Me),Today's Top Hits,Moonlit Floor (Kiss Me),2024-10-08,0.0,0.0,5.0,155757.0,0.126,mainstream,High,2024.0,2.59595
0.843,122.064,0.619,pop,-5.348,0.164,0.746,Morgan Wallen,4.0,0.0284,86,Love Somebody,Today's Top Hits,Love Somebody,2024-10-18,0.000118,0.0,5.0,204829.0,0.00948,mainstream,High,2024.0,3.4138166666666665
0.406,115.94,0.53,pop,-7.507,0.133,0.338,Gracie Abrams,3.0,0.033,90,The Secret of Us,Today's Top Hits,"I Love You, I'm Sorry",2024-06-21,0.0,1.0,10.0,157147.0,0.656,mainstream,High,2024.0,2.6191166666666668
0.782,119.992,0.727,pop,-8.529,0.225,0.655,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",4.0,0.042,86,Move,Today's Top Hits,Move,2024-06-07,0.336,0.0,8.0,177599.0,0.0563,mainstream,High,2024.0,2.959983333333333
0.812,80.09,0.505,pop,-3.986,0.444,0.664,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",4.0,0.461,88,CHROMAKOPIA,Today's Top Hits,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",2024-10-28,0.0,1.0,1.0,255916.0,0.285,mainstream,High,2024.0,4.265266666666666
0.76,103.969,0.701,pop,-5.478,0.185,0.69,Sabrina Carpenter,4.0,0.0285,90,Espresso,Today's Top Hits,Espresso,2024-04-12,6.54e-05,1.0,0.0,175459.0,0.107,mainstream,High,2024.0,2.9243166666666665
0.725,116.988,0.894,pop,-4.984,0.0815,0.838,JENNIE,4.0,0.0432,89,Mantra,Today's Top Hits,Mantra,2024-10-10,1.15e-05,0.0,10.0,136627.0,0.00434,mainstream,High,2024.0,2.2771166666666667
0.563,105.008,0.833,pop,-5.593,0.139,0.343,"Rauw Alejandro, Bad Bunny",4.0,0.204,82,Cosa Nuestra,Today's Top Hits,Qué Pasaría...,2024-11-15,1.27e-05,0.0,4.0,182857.0,0.528,mainstream,High,2024.0,3.047616666666667
0.628,119.98,0.757,pop,-6.715,0.221,0.321,Don Toliver,4.0,0.101,85,HARDSTONE PSYCHO,Today's Top Hits,NEW DROP,2024-06-14,0.0209,0.0,4.0,217333.0,0.189,mainstream,High,2024.0,3.6222166666666666
0.855,127.986,0.638,pop,-4.86,0.245,0.731,"Post Malone, Morgan Wallen",4.0,0.0264,84,I Had Some Help,Today's Top Hits,I Had Some Help (Feat. Morgan Wallen),2024-05-10,0.0,1.0,7.0,178206.0,0.00757,mainstream,High,2024.0,2.9701
0.62,117.038,0.741,pop,-5.505,0.0398,0.934,Hozier,4.0,0.0412,77,Unheard,Today's Top Hits,Too Sweet,2024-03-22,0.000809,1.0,10.0,251424.0,0.0295,mainstream,High,2024.0,4.1904
0.339,97.989,0.705,pop,-10.612,0.12,0.457,The Marías,4.0,0.0278,84,Submarine,Today's Top Hits,No One Noticed,2024-05-31,0.0814,1.0,7.0,236907.0,0.552,mainstream,High,2024.0,3.94845
0.651,112.648,0.694,pop,-6.968,0.0787,0.471,"Oscar Maydon, Fuerza Regida",3.0,0.0784,93,Tu Boda,Today's Top Hits,Tu Boda,2024-09-26,1.36e-05,1.0,6.0,225881.0,0.496,mainstream,High,2024.0,3.764683333333333
0.601,123.994,0.635,pop,-6.129,0.11,0.332,Myles Smith,4.0,0.0295,88,Stargazing,Today's Top Hits,Stargazing,2024-05-10,0.0,0.0,1.0,172533.0,0.246,mainstream,High,2024.0,2.87555
0.691,167.029,0.836,pop,-4.222,0.282,0.703,"GloRilla, Sexyy Red",4.0,0.363,70,WHATCHU KNO ABOUT ME (with Sexyy Red),Today's Top Hits,WHATCHU KNO ABOUT ME (with Sexyy Red),2024-10-10,0.0,1.0,1.0,149461.0,0.00586,mainstream,High,2024.0,2.491016666666667
0.646,115.842,0.645,pop,-8.334,0.074,0.295,Ariana Grande,4.0,0.0427,81,eternal sunshine,Today's Top Hits,we can't be friends (wait for your love),2024-03-08,3.04e-05,1.0,5.0,228639.0,0.0615,mainstream,High,2024.0,3.81065
0.471,105.029,0.472,pop,-5.692,0.14,0.219,Benson Boone,3.0,0.0603,85,Beautiful Things,Today's Top Hits,Beautiful Things,2024-01-18,0.0,1.0,10.0,180304.0,0.151,mainstream,High,2024.0,3.0050666666666666
0.709,194.055,0.744,pop,-5.778,0.0847,0.712,"Myke Towers, benny blanco",4.0,0.284,84,LA PANTERA NEGRA (DELUXE),Today's Top Hits,DEGENERE 👑 (feat. benny blanco),2024-10-17,0.0,0.0,6.0,130880.0,0.0501,mainstream,High,2024.0,2.1813333333333333
0.904,167.033,0.739,pop,-2.655,0.0948,0.788,KATSEYE,4.0,0.0442,85,Touch,Today's Top Hits,Touch,2024-07-26,1.03e-05,0.0,5.0,129883.0,0.549,mainstream,High,2024.0,2.1647166666666666
0.604,159.92,0.561,pop,-4.409,0.104,0.242,Teddy Swims,3.0,0.0337,89,I've Tried Everything But Therapy (Part 1),Today's Top Hits,Lose Control,2023-09-15,1.9e-05,1.0,9.0,210689.0,0.199,mainstream,High,2023.0,3.5114833333333335
0.668,90.969,0.646,pop,-5.203,0.212,0.64,Mark Ambor,4.0,0.0282,82,Belong Together,Today's Top Hits,Belong Together,2024-02-16,0.0,1.0,2.0,148318.0,0.491,mainstream,High,2024.0,2.471966666666667
0.668,128.027,0.924,pop,-6.795,0.0678,0.787,KAROL G,4.0,0.0469,93,Si Antes Te Hubiera Conocido,Today's Top Hits,Si Antes Te Hubiera Conocido,2024-06-21,0.000594,1.0,11.0,195824.0,0.446,mainstream,High,2024.0,3.263733333333333
0.454,159.982,0.689,pop,-7.643,0.0707,0.912,Djo,4.0,0.0584,89,DECIDE,Today's Top Hits,End of Beginning,2022-09-16,0.00259,1.0,2.0,159246.0,0.0351,mainstream,High,2022.0,2.6541
0.386,192.004,0.504,pop,-10.976,0.0961,0.281,"Taylor Swift, Post Malone",4.0,0.0308,84,THE TORTURED POETS DEPARTMENT,Today's Top Hits,Fortnight (feat. Post Malone),2024-04-18,1.53e-05,1.0,11.0,228965.0,0.502,mainstream,High,2024.0,3.8160833333333333
0.681,155.079,0.56,pop,-6.304,0.106,0.388,"Omar Courtz, De La Rose",4.0,0.244,89,PRIMERA MUSA,Today's Top Hits,Q U E V A S H A C E R H O Y ?,2024-09-20,0.0,0.0,6.0,223320.0,0.103,mainstream,High,2024.0,3.722
0.472,101.061,0.898,pop,-7.001,0.141,0.214,Kendrick Lamar,4.0,0.0776,88,Not Like Us,Today's Top Hits,Not Like Us,2024-05-04,0.0,1.0,1.0,274192.0,0.0107,mainstream,High,2024.0,4.569866666666667
0.711,146.921,0.487,pop,-4.22,0.152,0.317,Jin,4.0,0.0322,85,Happy,Today's Top Hits,Running Wild,2024-11-15,0.0,1.0,8.0,151647.0,0.000175,mainstream,High,2024.0,2.52745
0.712,91.98,0.848,pop,-3.574,0.106,0.692,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",4.0,0.0981,84,+57,Today's Top Hits,+57,2024-11-08,0.0,0.0,1.0,298131.0,0.221,mainstream,High,2024.0,4.96885
0.645,114.933,0.882,pop,-7.233,0.057,0.788,Ndotz,4.0,0.0601,87,Embrace It,Today's Top Hits,Embrace It,2024-08-23,4.13e-05,1.0,1.0,104419.0,0.475,mainstream,High,2024.0,1.7403166666666667
0.872,184.115,0.466,pop,-3.344,0.121,0.806,Linkin Park,4.0,0.0336,89,The Emptiness Machine,Today's Top Hits,The Emptiness Machine,2024-09-05,0.0,1.0,7.0,190428.0,0.0156,mainstream,High,2024.0,3.1738
0.756,116.034,0.66,pop,-3.743,0.193,0.838,Jimin,4.0,0.032,92,MUSE,Today's Top Hits,Who,2024-07-19,0.0,0.0,0.0,170888.0,0.00289,mainstream,High,2024.0,2.848133333333333
0.508,147.125,0.579,rock,-9.484,0.0575,0.609,Eagles,4.0,0.027,81,Hotel California (2013 Remaster),Rock Classics,Hotel California - 2013 Remaster,1976-12-08,0.000494,1.0,2.0,391376.0,0.00574,classic,High,1976.0,6.5229333333333335
0.89,133.52,0.502,rock,-5.175,0.217,0.259,AC/DC,4.0,0.0364,83,The Razors Edge,Rock Classics,Thunderstruck,1990-09-24,0.0117,1.0,4.0,292880.0,0.000147,classic,High,1990.0,4.881333333333333
0.446,123.596,0.743,rock,-7.807,0.337,0.278,The White Stripes,4.0,0.0683,82,Elephant,Rock Classics,Seven Nation Army,2003-04-01,0.118,0.0,4.0,232107.0,0.0039,classic,High,2003.0,3.86845
0.43,91.844,0.515,rock,-9.935,0.129,0.104,Radiohead,4.0,0.0372,86,Pablo Honey,Rock Classics,Creep,1993-02-22,0.000133,1.0,7.0,238640.0,0.0097,classic,High,1993.0,3.977333333333333
0.824,120.125,0.5,rock,-5.846,0.0916,0.539,Nirvana,4.0,0.0388,76,Nevermind (Remastered),Rock Classics,Come As You Are,1991-09-26,0.00161,0.0,4.0,218920.0,0.00016,classic,High,1991.0,3.6486666666666667
0.767,96.483,0.592,rock,-2.788,0.127,0.328,Red Hot Chili Peppers,4.0,0.027,81,Californication (Deluxe Edition),Rock Classics,Californication,1999-06-08,0.00165,0.0,9.0,329733.0,0.0021,classic,High,1999.0,5.49555
0.952,125.304,0.445,rock,-5.321,0.112,0.624,Guns N' Roses,4.0,0.0522,84,Appetite For Destruction,Rock Classics,Sweet Child O' Mine,1987-07-21,0.0843,1.0,6.0,356067.0,0.09,classic,High,1987.0,5.93445
0.795,158.691,0.464,rock,-9.267,0.399,0.612,The Rolling Stones,4.0,0.0926,81,Aftermath,Rock Classics,"Paint It, Black",1966-04-15,0.00244,1.0,1.0,202267.0,0.0493,classic,High,1966.0,3.3711166666666665
0.492,120.151,0.828,rock,-9.744,0.128,0.789,Fleetwood Mac,4.0,0.0276,84,Rumours (Super Deluxe),Rock Classics,Dreams - 2004 Remaster,1977-02-04,0.00428,1.0,0.0,257800.0,0.0644,classic,High,1977.0,4.296666666666667
0.881,158.066,0.413,rock,-5.541,0.0805,0.364,Foo Fighters,4.0,0.0367,81,The Colour And The Shape,Rock Classics,Everlong,1997-05-20,0.000308,0.0,11.0,250547.0,5.99e-05,classic,High,1997.0,4.175783333333333
0.716,94.379,0.535,rock,-5.025,0.659,0.901,Joan Jett & the Blackhearts,4.0,0.0431,77,I Love Rock 'N' Roll (Expanded Edition),Rock Classics,I Love Rock 'N Roll,1981-11-18,0.0,1.0,4.0,175173.0,0.326,classic,High,1981.0,2.91955
0.394,104.114,0.693,rock,-15.882,0.247,0.721,Pink Floyd,4.0,0.0428,74,The Wall,Rock Classics,"Another Brick in the Wall, Pt. 2",1979-11-30,0.000694,1.0,0.0,238747.0,0.0782,classic,High,1979.0,3.9791166666666666
0.899,152.445,0.475,rock,-4.321,0.14,0.603,Bon Jovi,4.0,0.0637,72,Bon Jovi,Rock Classics,Runaway,1984-01-23,1.91e-05,0.0,9.0,230667.0,0.00375,classic,High,1984.0,3.84445
0.943,85.064,0.442,rock,-3.205,0.091,0.781,Green Day,4.0,0.0602,80,Dookie,Rock Classics,Basket Case,1994-02-01,8.71e-06,1.0,3.0,181533.0,0.00293,classic,High,1994.0,3.02555
0.345,84.581,0.559,rock,-13.496,0.141,0.458,Red Hot Chili Peppers,4.0,0.0459,82,Blood Sugar Sex Magik (Deluxe Edition),Rock Classics,Under the Bridge,1991-09-24,0.000105,1.0,4.0,264307.0,0.0576,classic,High,1991.0,4.405116666666666
0.814,147.193,0.673,rock,-5.411,0.343,0.728,Billy Idol,4.0,0.0367,70,Billy Idol,Rock Classics,White Wedding - Pt. 1,1982-01-01,0.00293,1.0,9.0,252200.0,0.0134,classic,High,1982.0,4.203333333333333
0.767,127.361,0.532,rock,-5.509,0.39,0.755,AC/DC,4.0,0.0574,81,Back In Black,Rock Classics,You Shook Me All Night Long,1980-07-25,0.000513,1.0,7.0,210173.0,0.00287,classic,High,1980.0,3.502883333333333
0.863,136.302,0.723,rock,-7.89,0.128,0.931,The Rolling Stones,4.0,0.0338,76,Out Of Our Heads,Rock Classics,(I Can't Get No) Satisfaction - Mono Version,1965-07-30,0.0317,1.0,2.0,222813.0,0.0383,classic,High,1965.0,3.71355
0.449,100.456,0.486,rock,-10.298,0.54,0.549,David Bowie,4.0,0.0267,76,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),Rock Classics,Starman - 2012 Remaster,1972-06-06,2.23e-06,1.0,5.0,254293.0,0.166,classic,High,1972.0,4.238216666666666
0.902,89.74,0.412,rock,-11.6,0.405,0.422,Led Zeppelin,4.0,0.405,72,Led Zeppelin II (1994 Remaster),Rock Classics,Whole Lotta Love - 1990 Remaster,1969-10-22,0.131,1.0,9.0,333893.0,0.0484,classic,High,1969.0,5.564883333333333
0.722,103.886,0.55,rock,-11.729,0.11,0.716,The Doors,4.0,0.0283,70,L.A. Woman,Rock Classics,Riders on the Storm,1971-04-19,0.0129,0.0,11.0,434720.0,0.25,classic,High,1971.0,7.245333333333333
0.944,105.338,0.394,rock,-6.506,0.298,0.265,Pearl Jam,4.0,0.0761,77,Ten,Rock Classics,Even Flow,1991-08-27,4.54e-06,0.0,10.0,292581.0,0.00178,classic,High,1991.0,4.87635
0.952,122.093,0.398,rock,-6.042,0.1,0.584,Bruce Springsteen,4.0,0.061,72,Born In The U.S.A.,Rock Classics,Born in the U.S.A.,1984-06-04,7.75e-05,1.0,4.0,278680.0,0.000373,classic,High,1984.0,4.644666666666667
0.917,171.176,0.356,rock,-6.006,0.406,0.518,The Verve,4.0,0.0479,79,Urban Hymns (Remastered 2016),Rock Classics,Bitter Sweet Symphony - Remastered 2016,1997-09-29,0.0,1.0,9.0,357267.0,0.0335,classic,High,1997.0,5.95445
0.589,124.634,0.455,rock,-8.64,0.104,0.254,Guns N' Roses,4.0,0.0328,75,Use Your Illusion I,Rock Classics,Don't Cry (Original),1991-09-17,0.00358,1.0,11.0,283733.0,0.00184,classic,High,1991.0,4.728883333333333
0.805,113.253,0.438,rock,-6.237,0.0842,0.564,Jimi Hendrix,4.0,0.0624,72,Electric Ladyland,Rock Classics,All Along the Watchtower,1968-10-25,5.69e-05,1.0,8.0,240800.0,0.00255,classic,High,1968.0,4.013333333333334
0.239,189.507,0.446,rock,-13.945,0.0697,0.298,Phil Collins,4.0,0.0316,76,Face Value (Deluxe Editon),Rock Classics,In The Air Tonight - 2015 Remastered,1981-01-01,4.1e-06,1.0,0.0,336453.0,0.551,classic,High,1981.0,5.60755
0.521,123.118,0.721,rock,-8.123,0.127,0.942,Talking Heads,4.0,0.0613,76,Talking Heads '77 (Deluxe Version),Rock Classics,Psycho Killer - 2005 Remaster,1977-09-16,0.00545,1.0,2.0,261413.0,0.0708,classic,High,1977.0,4.356883333333333
0.67,129.269,0.619,rock,-10.322,0.331,0.777,Lenny Kravitz,4.0,0.0353,71,Are You Gonna Go My Way,Rock Classics,Are You Gonna Go My Way,1993-03-09,0.0109,0.0,11.0,211933.0,0.00165,classic,High,1993.0,3.532216666666667
0.828,105.25,0.539,rock,-9.108,0.154,0.562,Metallica,4.0,0.035,70,Master of Puppets (Remastered Deluxe Box Set),Rock Classics,Master of Puppets (Remastered),1986-03-03,0.421,0.0,4.0,515387.0,0.00067,classic,High,1986.0,8.589783333333333
0.487,114.965,0.73,rock,-10.991,0.0852,0.731,Fleetwood Mac,4.0,0.0303,79,Tango In the Night (Deluxe Edition),Rock Classics,Everywhere - 2017 Remaster,1987-04-13,0.01,1.0,4.0,226653.0,0.258,classic,High,1987.0,3.77755
0.697,116.109,0.741,rock,-7.028,0.133,0.774,Creedence Clearwater Revival,4.0,0.0277,84,Pendulum (Expanded Edition),Rock Classics,Have You Ever Seen The Rain,1970-12-07,2.28e-05,1.0,0.0,160133.0,0.0664,classic,High,1970.0,2.6688833333333335
0.579,127.215,0.62,rock,-9.307,0.0858,0.691,The Cars,4.0,0.0473,69,The Cars,Rock Classics,Just What I Needed,1978-06-06,6.4e-05,1.0,4.0,225627.0,0.0152,classic,High,1978.0,3.76045
0.912,116.761,0.502,rock,-4.556,0.106,0.72,Nirvana,4.0,0.0564,76,Nevermind (Remastered),Rock Classics,Smells Like Teen Spirit,1991-09-26,0.000173,1.0,1.0,301920.0,2.55e-05,classic,High,1991.0,5.032
0.376,164.775,0.53,rock,-11.913,0.0926,0.188,The Beatles,4.0,0.04,75,Abbey Road (Remastered),Rock Classics,Come Together - Remastered 2009,1969-09-26,0.247,0.0,9.0,259947.0,0.0304,classic,High,1969.0,4.33245
0.789,129.802,0.674,rock,-6.903,0.0753,0.918,Blur,4.0,0.0676,78,Blur (Special Edition),Rock Classics,Song 2 - 2012 Remaster,1997-02-10,0.00708,1.0,8.0,121160.0,0.00178,classic,High,1997.0,2.0193333333333334
0.441,81.334,0.519,rock,-14.178,0.076,0.25,Pixies,4.0,0.0353,76,Surfer Rosa (2007 Remaster),Rock Classics,Where Is My Mind? - 2007 Remaster,1988-03-21,0.000453,1.0,4.0,234973.0,0.0204,classic,High,1988.0,3.9162166666666667
0.528,109.975,0.932,rock,-6.472,0.163,0.757,Queen,4.0,0.161,71,The Game (Deluxe Remastered Version),Rock Classics,Another One Bites The Dust - Remastered 2011,1980-06-27,0.329,0.0,5.0,214653.0,0.115,classic,High,1980.0,3.57755
0.905,128.019,0.602,rock,-4.046,0.117,0.411,Muse,4.0,0.0775,75,The Resistance,Rock Classics,Uprising,2009-09-10,0.064,1.0,2.0,304840.0,0.000202,classic,High,2009.0,5.080666666666667
0.519,98.883,0.653,rock,-10.164,0.101,0.822,Buffalo Springfield,4.0,0.0497,76,Buffalo Springfield,Rock Classics,For What It's Worth,1966-12-05,0.0209,1.0,2.0,153693.0,0.406,classic,High,1966.0,2.56155
0.946,138.18,0.454,rock,-5.978,0.173,0.647,Van Halen,4.0,0.13,68,Van Halen (Remastered),Rock Classics,You Really Got Me - 2015 Remaster,1978-02-10,0.0,0.0,1.0,156147.0,0.0223,classic,High,1978.0,2.60245
0.828,105.435,0.35,rock,-5.373,0.0774,0.147,Soundgarden,4.0,0.041,76,Superunknown (Deluxe Edition),Rock Classics,Black Hole Sun,1994-03-09,0.000161,1.0,6.0,318587.0,0.000217,classic,High,1994.0,5.309783333333334
0.349,124.348,0.489,rock,-14.295,0.0866,0.622,Santana,4.0,0.0323,70,Santana's Greatest Hits,Rock Classics,Black Magic Woman - Single Version,1994-07-01,0.0789,0.0,2.0,196467.0,0.676,classic,High,1994.0,3.27445
0.872,159.925,0.587,rock,-5.066,0.622,0.735,Lenny Kravitz,4.0,0.0484,73,5,Rock Classics,Fly Away,1998-05-12,0.0,1.0,7.0,221333.0,0.018,classic,High,1998.0,3.6888833333333335
0.808,151.008,0.577,rock,-7.04,0.221,0.869,The Police,4.0,0.039,75,Reggatta De Blanc (Remastered 2003),Rock Classics,Message In A Bottle,1979-10-02,1.33e-05,0.0,1.0,290280.0,0.0338,classic,High,1979.0,4.838
0.7,188.386,0.31,rock,-5.678,0.0828,0.763,AC/DC,4.0,0.047,83,Back In Black,Rock Classics,Back In Black,1980-07-25,0.00965,1.0,9.0,255493.0,0.011,classic,High,1980.0,4.258216666666667
0.691,137.145,0.548,rock,-13.553,0.144,0.667,Heart,4.0,0.0369,74,Little Queen,Rock Classics,Barracuda,1977-05-14,0.106,0.0,4.0,261933.0,0.015,classic,High,1977.0,4.36555
0.532,136.576,0.601,rock,-9.119,0.0925,0.342,Elton John,4.0,0.0286,79,Honky Chateau,Rock Classics,"Rocket Man (I Think It's Going To Be A Long, Long Time)",1972-05-19,5.95e-06,1.0,10.0,281613.0,0.433,classic,High,1972.0,4.69355
0.641,203.006,0.256,rock,-10.283,0.0853,0.382,Nirvana,4.0,0.0552,79,In Utero (Deluxe Edition),Rock Classics,Heart-Shaped Box,1993-09-21,0.0329,1.0,1.0,281160.0,0.199,classic,High,1993.0,4.686
0.755,109.535,0.667,rock,-7.246,0.0523,0.883,Eagles,4.0,0.069,68,Hotel California (2013 Remaster),Rock Classics,Life in the Fast Lane - 2013 Remaster,1976-12-08,6.94e-05,1.0,9.0,286220.0,0.0966,classic,High,1976.0,4.770333333333333
0.373,92.718,0.671,rock,-18.064,0.0481,0.732,TOTO,4.0,0.0323,83,Toto IV,Rock Classics,Africa,1982-04-08,8.01e-05,1.0,9.0,295893.0,0.257,classic,High,1982.0,4.93155
0.366,127.163,0.472,rock,-12.595,0.0837,0.171,Pink Floyd,4.0,0.0286,71,The Wall,Rock Classics,Comfortably Numb,1979-11-30,0.312,0.0,11.0,382297.0,0.15,classic,High,1979.0,6.371616666666666
0.864,81.394,0.437,rock,-7.842,0.242,0.749,Led Zeppelin,4.0,0.0904,69,Led Zeppelin IV (Deluxe Edition),Rock Classics,Black Dog - Remaster,1971-11-08,0.0314,0.0,4.0,295387.0,0.396,classic,High,1971.0,4.923116666666667
0.584,170.411,0.509,rock,-4.907,0.384,0.685,Queens of the Stone Age,4.0,0.057,69,Songs For The Deaf,Rock Classics,No One Knows,2002-01-01,9.96e-05,1.0,0.0,278747.0,0.0368,classic,High,2002.0,4.645783333333333
0.611,85.387,0.654,rock,-10.45,0.405,0.786,Beck,4.0,0.119,69,Mellow Gold,Rock Classics,Loser,1994-03-01,0.000178,1.0,2.0,235000.0,0.0337,classic,High,1994.0,3.9166666666666665
0.748,134.114,0.618,rock,-8.905,0.0473,0.663,The Police,4.0,0.358,77,Outlandos D'Amour (Remastered 2003),Rock Classics,Roxanne,1978-11-02,4.1e-06,1.0,0.0,191947.0,0.0384,classic,High,1978.0,3.199116666666667
0.7,147.245,0.586,rock,-9.558,0.0318,0.897,The Knack,4.0,0.0363,69,Get The Knack,Rock Classics,My Sharona,1979-01-01,0.00125,1.0,0.0,295400.0,0.0589,classic,High,1979.0,4.923333333333333
0.318,104.522,0.575,rock,-16.729,0.0934,0.385,Lou Reed,4.0,0.109,74,Transformer,Rock Classics,Walk On the Wild Side,1972-12-01,0.000202,1.0,0.0,254173.0,0.683,classic,High,1972.0,4.2362166666666665
0.913,115.728,0.574,rock,-4.793,0.156,0.423,AC/DC,4.0,0.133,84,Highway to Hell,Rock Classics,Highway to Hell,1979-07-27,0.00158,0.0,6.0,208400.0,0.061,classic,High,1979.0,3.473333333333333
0.875,75.009,0.284,rock,-6.069,0.402,0.595,Pearl Jam,4.0,0.0422,73,Ten,Rock Classics,Alive,1991-08-27,0.000461,0.0,11.0,340907.0,0.00752,classic,High,1991.0,5.681783333333334
0.737,103.867,0.662,rock,-9.54,0.119,0.744,Tina Turner,4.0,0.0296,69,Foreign Affair,Rock Classics,The Best,1989-09-13,0.0191,1.0,0.0,329800.0,0.108,classic,High,1989.0,5.496666666666667
0.936,91.577,0.666,rock,-9.919,0.153,0.776,Red Hot Chili Peppers,4.0,0.0476,72,Blood Sugar Sex Magik (Deluxe Edition),Rock Classics,Give It Away,1991-09-24,0.086,1.0,7.0,282907.0,0.00244,classic,High,1991.0,4.715116666666667
0.432,94.605,0.475,rock,-7.844,0.161,0.648,Green Day,4.0,0.0302,79,Nimrod,Rock Classics,Good Riddance (Time of Your Life),1997-10-14,0.0,1.0,7.0,153467.0,0.183,classic,High,1997.0,2.5577833333333335
0.549,176.941,0.516,rock,-13.741,0.184,0.907,Don Henley,4.0,0.0373,73,Building The Perfect Beast,Rock Classics,The Boys Of Summer,1984-11-19,0.00572,1.0,6.0,288733.0,0.501,classic,High,1984.0,4.812216666666667
